struct_mode,stage,epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soc_medape,train_soh_rmse,train_soh_mae,train_soh_mape,train_soh_medape,val_loss,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,val_score,best_score_so_far
soc_to_soh,finetune,0,-2.6895265106527897,0.9905812622869047,0.1383701747492591,0.07971010801148391,201.19602750068816,5.28418894901437,0.28658863617037106,0.187090955080565,92.98551672610898,18.50523024605108,1.8342101185929542,0.9568627450980393,0.4953944432229225,0.24637558371851256,91.63702584998762,23.39434708021424,0.45528912299735075,0.33198908747484285,122.84749740125753,29.50789116931718,11.013438669514402,5.477337136235553,11.863324428232605,6.944056857115544,0.04780325776599568,0.034857322792115,4.390338861671101,2.7921290544483246,0.861794388476012,0.861794388476012
soc_to_soh,finetune,1,-2.7901439149769875,0.9915495437340454,0.1389439646354573,0.07878415600283369,197.29660198675984,5.100019908205058,0.2776008278138006,0.18064978364856554,87.60398233859796,17.81593872271263,2.0413046210419896,0.9431372549019608,0.48738846463773916,0.25026341952456566,93.93579862039032,23.85034629554227,0.5134806711155545,0.3644725893058029,121.55214570933705,33.231151217598025,10.835452510518092,5.563770163074814,12.198867433353797,7.229799166264067,0.053913101893576613,0.03826794064510642,4.882901090284719,2.899726748743526,0.8430503413266314,0.861794388476012
soc_to_soh,finetune,2,-2.830611895487932,0.9918723042164256,0.13816182240218133,0.07879723321826754,195.27506365452172,5.183927858960757,0.2697282066168835,0.17606341939224177,82.49184884989019,17.44563691488786,1.9360846762563668,0.9313725490196079,0.48365176280723493,0.24120096523752985,78.98286268101143,24.017489848843713,0.4330258452207619,0.3190412095108745,120.45703942978723,32.85838900654591,10.752379442179292,5.362296800079029,11.661686609509724,6.988835631396431,0.04546571629506441,0.03349785533161554,4.371834376923881,2.70332601495384,0.8397047882168082,0.861794388476012
soc_to_soh,finetune,3,-2.827991585850292,0.9915935565270972,0.1363446249318896,0.07856092422678722,196.35656218032312,5.1662582345791215,0.2681938733694083,0.17443116605045556,83.02579080273985,17.31320116832905,1.9973872731713687,0.9392156862745098,0.491870480339168,0.2564152023444573,98.17180653608781,24.693005514572228,0.4521996459002754,0.34607838658141155,118.97366829664595,39.24262071254301,10.935095140181735,5.700534480321227,12.506803712890695,7.726776374183873,0.04747887692188206,0.03633663420746246,4.671581434235838,3.139704174557229,0.8448086736505654,0.861794388476012
soc_to_soh,finetune,4,-2.8860829493161475,0.9920190135265984,0.1354104308252163,0.07780258467274519,194.5759418765901,5.128779875231332,0.2646873292430604,0.17170614715703592,80.49016695697753,16.743734524996572,2.0545588110007493,0.9607843137254902,0.4963744503768905,0.26387208925706207,96.76693258880417,24.98538434433418,0.5171971374070343,0.3630424800274127,108.85622175171162,36.01726424214919,11.03522585108974,5.866313422335965,12.764121711527384,7.950369330968157,0.054303313710939265,0.038117785767655454,4.8831282888009975,2.665710564807391,0.8594271549470978,0.861794388476012
soc_to_soh,finetune,5,-2.8930585470905026,0.9918576332854083,0.13660413581300423,0.07841721796543644,199.45519870705698,5.12670691517364,0.2616513149474563,0.16984824749148603,79.51618574341106,16.76594090235143,1.9721265652600457,0.9568627450980393,0.490708553144843,0.24663149680686638,88.61616247890123,22.33611010955951,0.4942291924682498,0.3472710750321401,108.0260057079943,35.23426908017852,10.909263574914496,5.483026507890542,11.734218430884244,7.491079493990088,0.05189178543845229,0.0364618609931791,4.632723227322553,2.8423058518928337,0.85836897053673,0.861794388476012
soc_to_soh,finetune,6,-2.9004644466773546,0.9920923681816848,0.13807550567993387,0.07940313713592828,198.4592582840147,5.177493750788955,0.26160688591779785,0.16974305428638822,81.29269212770286,16.63816291634602,2.4638242263419956,0.8862745098039215,0.5582750643800936,0.3042082278496202,117.54465665388851,28.07245015680716,0.47061076056241236,0.3381680142243995,99.62872972478675,36.44738284736604,12.411378985740031,6.763052565520639,14.567232459308514,8.154486398601582,0.04941195903497826,0.035506081598786474,4.556120737263165,2.747747502068977,0.7833859273096709,0.861794388476012
soc_to_soh,finetune,7,-2.9036653422122867,0.9912561251136998,0.13897930380353551,0.07947106936758284,202.33801234739545,5.1624277743675195,0.2609864833228597,0.16854318344997496,78.69359375298785,16.494262767695805,2.3460273723976286,0.9313725490196079,0.5159991756722362,0.2693698379795487,99.13853652231691,25.325334720066117,0.4610856552257523,0.3394132220569779,122.46172991740873,32.46446484091824,11.471515985957277,5.988537478749656,13.19200474201922,7.216029277631356,0.04841186691184781,0.03563682267733696,4.594483379379426,3.0919658453568912,0.833664065929809,0.861794388476012
soc_to_soh,finetune,8,-2.9176509314371644,0.9913148088377688,0.13679503631901468,0.07777337596600988,197.99931926317876,4.979382735204399,0.25753065500477734,0.1674600915841917,78.26637012557192,16.427607529181756,1.8931710308673335,0.9901960784313726,0.4761627021313793,0.23862595665907743,80.06486243634731,21.799007856789284,0.453245287203638,0.3329235312839349,139.87901279158362,31.366226301949695,10.585885224139197,5.3050500960834075,11.37807319526222,6.630713098770517,0.047588664435421466,0.03495543508168562,4.475468178033704,2.8779903868531234,0.8972552794978709,0.8972552794978709
soc_to_soh,finetune,9,-2.9305341487542127,0.9912121123206479,0.13814251379017325,0.07868607231078023,199.48479319182366,5.084356954561721,0.25454700988205275,0.16470283024427973,75.64642735968724,16.147002352975257,2.41819959154316,0.9117647058823529,0.48943428111945914,0.25507777154664785,82.08350501832807,26.67318482442978,0.5710512681742316,0.40283070279321836,123.05856020141898,35.130846810867766,10.880934398049817,5.670801179377101,12.443324595320362,8.08644975554059,0.05995774902421809,0.04229536562373239,5.301116159610764,3.363775147094578,0.8057161509529839,0.8972552794978709
