U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,SOC,SOH,material_capacity,pulse_ms
3.2667,3.2997,3.305,3.2736,3.2677,3.2355,3.2296,3.2611,3.2672,3.3336,3.3431,3.2804,3.2683,3.2028,3.1923,3.2553,3.2671,3.3664,3.38,3.2864,3.2688,3.1703,3.1551,3.2493,3.2669,3.3986,3.4158,3.292,3.2692,3.1382,3.1189,3.2437,3.2667,3.43,3.4507,3.2976,3.2695,3.1071,3.0834,3.2383,3.2665,20.0,0.80443,LMO_10Ah,100
3.1974,3.2256,3.2315,3.2051,3.1993,3.1721,3.1658,3.1923,3.1984,3.2548,3.2648,3.2115,3.2002,3.1448,3.1347,3.187,3.1984,3.282,3.2955,3.2174,3.2007,3.1189,3.1054,3.1821,3.1981,3.3078,3.3236,3.2228,3.2014,3.0943,3.0785,3.1774,3.1979,3.3322,3.3498,3.2272,3.2018,3.071,3.0532,3.1732,3.1974,20.0,0.87844,LMO_10Ah,100
3.2146,3.2425,3.2481,3.2216,3.216,3.1891,3.1831,3.2094,3.2153,3.2713,3.2806,3.2277,3.2167,3.1619,3.1522,3.2042,3.2151,3.298,3.3108,3.2335,3.2172,3.1361,3.1235,3.1995,3.2149,3.3234,3.3385,3.2378,3.2176,3.1117,3.0964,3.1947,3.2144,3.3475,3.3643,3.243,3.2184,3.0886,3.0715,3.1907,3.2142,20.0,0.8573600000000001,LMO_10Ah,100
3.2167,3.2581,3.2685,3.2293,3.2191,3.1796,3.1692,3.2077,3.2183,3.3001,3.3159,3.24,3.2209,3.1417,3.1264,3.2,3.2183,3.3373,3.3559,3.2483,3.2219,3.1075,3.0894,3.1932,3.2181,3.3705,3.3905,3.255,3.2228,3.0761,3.0569,3.1868,3.2176,3.3996,3.4214,3.2613,3.2237,3.049,3.0278,3.1821,3.2174,20.0,0.8853099999999999,LMO_10Ah,100
3.2176,3.2599,3.2709,3.2309,3.22,3.1796,3.1686,3.2079,3.219,3.3025,3.319,3.2411,3.2211,3.1403,3.1243,3.1998,3.2188,3.3401,3.3594,3.2495,3.2221,3.1052,3.0865,3.1932,3.2186,3.3738,3.3945,3.2569,3.2234,3.0743,3.0539,3.1868,3.2183,3.4042,3.4256,3.2627,3.2241,3.0457,3.0243,3.1817,3.2179,20.0,0.88667,LMO_10Ah,100
3.2176,3.2557,3.2657,3.2302,3.2204,3.1842,3.174,3.2091,3.2195,3.2941,3.3104,3.2409,3.2219,3.149,3.1335,3.2016,3.2195,3.3289,3.3485,3.2493,3.223,3.1171,3.0982,3.1942,3.2193,3.3606,3.3819,3.2562,3.2239,3.0878,3.0671,3.1882,3.2188,3.3891,3.4114,3.2618,3.2246,3.0613,3.0392,3.1824,3.2183,20.0,0.87259,LMO_10Ah,100
3.2149,3.2493,3.2574,3.2251,3.2172,3.1846,3.1763,3.2081,3.2165,3.2846,3.2978,3.2339,3.2186,3.1524,3.1394,3.2014,3.2165,3.3166,3.3329,3.2414,3.2195,3.1226,3.1064,3.1956,3.2165,3.3459,3.3645,3.2477,3.2204,3.0954,3.0769,3.1898,3.216,3.3728,3.3928,3.2532,3.2211,3.0699,3.0499,3.1847,3.2155,20.0,0.8871399999999999,LMO_10Ah,100
3.2144,3.2479,3.2551,3.2235,3.2165,3.1842,3.1768,3.2084,3.2158,3.2825,3.2946,3.2317,3.2179,3.1526,3.1405,3.2023,3.2158,3.3145,3.3299,3.2386,3.2188,3.1226,3.1071,3.1963,3.2155,3.344,3.362,3.2444,3.2193,3.0945,3.0766,3.191,3.2153,3.3714,3.3914,3.25,3.22,3.0684,3.0485,3.1865,3.2153,20.0,0.87876,LMO_10Ah,100
3.5971,3.6301,3.6442,3.618,3.6001,3.5685,3.5546,3.5817,3.5994,3.6651,3.6923,3.6384,3.6015,3.5366,3.5113,3.5669,3.5992,3.6981,3.7385,3.6566,3.6024,3.5044,3.4693,3.5532,3.5987,3.7309,3.7832,3.673,3.6029,3.4723,3.4288,3.5415,3.5982,3.7636,3.8268,3.6884,3.6036,3.4405,3.39,3.5313,3.5977,20.0,0.51908,LMO_10Ah,100
3.2084,3.239,3.246,3.2174,3.2104,3.1812,3.1737,3.2023,3.2098,3.2706,3.2827,3.2254,3.2113,3.1519,3.1398,3.196,3.2098,3.3001,3.3159,3.2327,3.2123,3.1242,3.1082,3.1909,3.2098,3.328,3.3466,3.2385,3.213,3.0982,3.0789,3.1847,3.2093,3.3538,3.3745,3.2439,3.2134,3.0731,3.0518,3.1807,3.2093,20.0,0.86738,LMO_10Ah,100
3.2044,3.2411,3.2498,3.2153,3.2065,3.1716,3.1624,3.1965,3.2056,3.2783,3.2923,3.2248,3.2077,3.1372,3.1231,3.1894,3.2056,3.3122,3.3296,3.2325,3.2086,3.1052,3.088,3.1828,3.2052,3.3427,3.3624,3.239,3.2094,3.0762,3.0569,3.1772,3.2049,3.3714,3.3922,3.2444,3.21,3.0497,3.0287,3.1716,3.2044,20.0,0.89075,LMO_10Ah,100
3.2077,3.2365,3.243,3.2153,3.2094,3.1819,3.1751,3.2025,3.2088,3.2667,3.2774,3.2225,3.2107,3.1542,3.1433,3.197,3.2088,3.2948,3.3089,3.2281,3.2112,3.1273,3.1133,3.1923,3.2086,3.3215,3.338,3.2339,3.2121,3.1024,3.0855,3.1875,3.2084,3.3468,3.3652,3.2385,3.2125,3.0782,3.0597,3.1837,3.2083,20.0,0.8744500000000001,LMO_10Ah,100
3.2002,3.25,3.2676,3.2216,3.2026,3.1551,3.1379,3.1826,3.2009,3.299,3.3239,3.237,3.2037,3.1098,3.0861,3.1698,3.2004,3.3415,3.3694,3.2483,3.2046,3.0701,3.0439,3.16,3.1998,3.3775,3.4079,3.2581,3.2058,3.036,3.0083,3.1528,3.1998,3.4112,3.4419,3.2651,3.2065,3.0053,2.9765,3.1461,3.1993,20.0,0.85451,LMO_10Ah,100
3.2434,3.2732,3.2797,3.2514,3.2451,3.2163,3.2093,3.2376,3.2446,3.3045,3.3157,3.259,3.2462,3.1873,3.1756,3.2315,3.2446,3.3334,3.3491,3.266,3.2469,3.1591,3.1431,3.2263,3.2446,3.3617,3.3805,3.2718,3.2474,3.1324,3.1126,3.2204,3.2446,3.3884,3.4102,3.2776,3.2481,3.1065,3.084,3.2151,3.2441,20.0,0.83956,LMO_10Ah,100
3.2846,3.3122,3.3185,3.2922,3.2859,3.2593,3.2527,3.2787,3.2853,3.3408,3.3517,3.2992,3.2867,3.2321,3.2205,3.2729,3.2852,3.3682,3.3835,3.3057,3.2873,3.2054,3.1894,3.2669,3.2848,3.3945,3.4138,3.3113,3.2876,3.1795,3.1596,3.2609,3.2846,3.4198,3.4425,3.3171,3.2881,3.1547,3.1309,3.2557,3.2843,20.0,0.80747,LMO_10Ah,100
3.2052,3.2437,3.2528,3.217,3.2075,3.1705,3.1614,3.197,3.2067,3.2829,3.2973,3.2269,3.209,3.1347,3.1205,3.1892,3.2065,3.318,3.3361,3.2348,3.2098,3.1017,3.0841,3.1823,3.2061,3.3501,3.3703,3.2416,3.2107,3.0717,3.0518,3.1763,3.2058,3.3796,3.401,3.2472,3.2111,3.0439,3.0225,3.1711,3.2056,20.0,0.86249,LMO_10Ah,100
3.1988,3.2365,3.2451,3.2093,3.2005,3.1638,3.1551,3.1902,3.1993,3.2746,3.2883,3.2188,3.2014,3.128,3.1145,3.1828,3.1991,3.3092,3.3266,3.2258,3.2019,3.0948,3.078,3.176,3.1986,3.3413,3.3605,3.2325,3.2026,3.0652,3.0455,3.1717,3.1988,3.3706,3.3917,3.2388,3.2037,3.0376,3.0167,3.1656,3.1982,20.0,0.88702,LMO_10Ah,100
3.226,3.2511,3.2567,3.2332,3.227,3.2026,3.1967,3.2202,3.2265,3.2767,3.2871,3.2395,3.2275,3.1779,3.1671,3.2144,3.2262,3.3015,3.316,3.2455,3.2281,3.1535,3.1386,3.2086,3.226,3.3255,3.3441,3.2514,3.2286,3.1301,3.111,3.2028,3.2256,3.3489,3.3712,3.2565,3.2288,3.107,3.0841,3.1979,3.2254,20.0,0.83622,LMO_10Ah,100
3.2094,3.2414,3.2486,3.2184,3.2111,3.18,3.1728,3.2026,3.2102,3.274,3.2864,3.2262,3.2118,3.1488,3.1366,3.196,3.21,3.305,3.3215,3.2332,3.2123,3.1191,3.1024,3.1894,3.2098,3.3341,3.3541,3.2388,3.2128,3.0905,3.0703,3.1837,3.2094,3.3619,3.3847,3.2458,3.2134,3.0641,3.0408,3.1786,3.2094,20.0,0.8721099999999999,LMO_10Ah,100
3.4398,3.4677,3.4779,3.4544,3.4419,3.4151,3.4049,3.4286,3.4412,3.4969,3.5167,3.4684,3.443,3.388,3.3689,3.4173,3.4412,3.5248,3.5539,3.482,3.4437,3.361,3.3338,3.4059,3.4407,3.5522,3.5905,3.4944,3.4444,3.3336,3.2992,3.3961,3.4403,3.5799,3.6263,3.5053,3.4447,3.3066,3.2657,3.3868,3.4398,20.0,0.59985,LMO_10Ah,100
3.2004,3.2462,3.2592,3.2169,3.2032,3.1589,3.1463,3.1884,3.2023,3.2929,3.3122,3.2293,3.2047,3.117,3.0985,3.1782,3.2019,3.3331,3.3556,3.2397,3.2061,3.0799,3.0583,3.1709,3.2019,3.3689,3.3929,3.2477,3.2072,3.0473,3.0236,3.164,3.2016,3.4012,3.426,3.2544,3.2081,3.0177,2.9927,3.157,3.2012,20.0,0.87822,LMO_10Ah,100
3.1679,3.2149,3.2311,3.1882,3.1711,3.1261,3.1105,3.153,3.17,3.2627,3.2862,3.2039,3.173,3.0838,3.0618,3.1415,3.1698,3.3034,3.3306,3.2149,3.1738,3.0464,3.0209,3.1314,3.1692,3.3392,3.3682,3.2248,3.1751,3.0137,2.9862,3.1236,3.169,3.371,3.4012,3.2315,3.1756,2.9844,2.9547,3.1168,3.1684,20.0,0.91801,LMO_10Ah,100
3.1979,3.2485,3.2664,3.2204,3.2005,3.1517,3.1345,3.1798,3.1988,3.2985,3.3238,3.2369,3.2021,3.1064,3.0825,3.1665,3.1984,3.341,3.3694,3.2486,3.2032,3.0675,3.04,3.1563,3.1979,3.3785,3.4084,3.2574,3.204,3.0323,3.0041,3.1482,3.1974,3.4121,3.4423,3.2651,3.2049,3.0021,2.9723,3.1405,3.1965,20.0,0.8817999999999999,LMO_10Ah,100
3.2111,3.2569,3.2685,3.226,3.2139,3.17,3.1586,3.2007,3.2132,3.3032,3.3208,3.2385,3.2158,3.1285,3.1115,3.1918,3.2132,3.3438,3.3645,3.2477,3.217,3.091,3.0711,3.1844,3.2132,3.38,3.4024,3.2553,3.2179,3.0576,3.0357,3.1777,3.2128,3.4126,3.436,3.262,3.2188,3.0274,3.0041,3.1721,3.2125,20.0,0.8700699999999999,LMO_10Ah,100
3.2042,3.2455,3.2564,3.2179,3.2063,3.1665,3.1556,3.1939,3.2054,3.2873,3.3045,3.2294,3.2077,3.128,3.1115,3.1847,3.2052,3.3248,3.3455,3.2386,3.2086,3.0931,3.0727,3.1767,3.2049,3.3585,3.3815,3.2458,3.2093,3.0613,3.0385,3.1696,3.2044,3.3889,3.4133,3.2525,3.21,3.0327,3.0078,3.1635,3.2039,20.0,0.87985,LMO_10Ah,100
3.209,3.2472,3.2565,3.2209,3.2109,3.174,3.1647,3.2,3.21,3.2859,3.3006,3.2309,3.2121,3.138,3.1236,3.1919,3.2097,3.3206,3.3389,3.2388,3.2128,3.1052,3.0873,3.1849,3.2093,3.3524,3.3729,3.2453,3.2133,3.0752,3.0552,3.1786,3.2088,3.3812,3.4031,3.2506,3.2136,3.0478,3.0259,3.1728,3.2081,20.0,0.8743299999999999,LMO_10Ah,100
3.2102,3.2513,3.2627,3.2239,3.2118,3.1723,3.1607,3.1991,3.2107,3.2931,3.3106,3.2348,3.213,3.1328,3.1157,3.1898,3.2102,3.331,3.3519,3.2437,3.2139,3.0971,3.0766,3.1819,3.21,3.3654,3.388,3.2506,3.2144,3.0646,3.0419,3.1749,3.2093,3.3965,3.4203,3.2569,3.2151,3.0352,3.0111,3.1702,3.209,20.0,0.87194,LMO_10Ah,100
3.2151,3.2614,3.275,3.232,3.2174,3.1726,3.1593,3.2018,3.2162,3.3078,3.328,3.2451,3.2188,3.1301,3.1107,3.191,3.2158,3.3482,3.3715,3.2548,3.2197,3.0924,3.0699,3.1823,3.2155,3.3838,3.4087,3.263,3.2204,3.059,3.0348,3.1751,3.2151,3.4156,3.4416,3.2698,3.2212,3.0295,3.0036,3.1684,3.2144,20.0,0.87094,LMO_10Ah,100
3.2277,3.2743,3.2871,3.2432,3.2296,3.1846,3.1721,3.2153,3.2284,3.3206,3.3397,3.2557,3.2309,3.1415,3.1231,3.2049,3.2281,3.3615,3.384,3.2653,3.2317,3.1031,3.0815,3.1965,3.2275,3.3975,3.4226,3.2734,3.2325,3.0692,3.0452,3.1891,3.227,3.4302,3.457,3.2795,3.2332,3.0387,3.0127,3.1833,3.2269,20.0,0.8465199999999999,LMO_10Ah,100
3.1828,3.2388,3.2611,3.21,3.1863,3.1328,3.1117,3.1616,3.1849,3.2953,3.3248,3.2291,3.1886,3.0827,3.0557,3.1473,3.1846,3.342,3.3736,3.242,3.1896,3.04,3.0107,3.1359,3.184,3.3819,3.4145,3.2523,3.191,3.0041,2.9728,3.1275,3.1837,3.417,3.4504,3.2607,3.1921,2.9718,2.9392,3.1203,3.1833,20.0,0.90113,LMO_10Ah,100
3.5176,3.5434,3.5534,3.5306,3.5195,3.4948,3.4848,3.5074,3.519,3.5708,3.5899,3.5439,3.5206,3.4693,3.4514,3.4979,3.519,3.5971,3.6252,3.5559,3.5213,3.4442,3.4186,3.4883,3.5188,3.6233,3.6596,3.5671,3.522,3.4191,3.3868,3.4795,3.5185,3.6491,3.6932,3.5771,3.5225,3.3935,3.3559,3.4718,3.5183,20.0,0.5357700000000001,LMO_10Ah,100
3.1937,3.2525,3.2748,3.2225,3.1974,3.1412,3.1201,3.1717,3.1961,3.3106,3.3408,3.2421,3.1998,3.0899,3.0623,3.1568,3.196,3.3585,3.3914,3.2562,3.2014,3.0467,3.0165,3.1454,3.1958,3.3994,3.4333,3.2669,3.2028,3.0099,2.9779,3.1372,3.1956,3.4356,3.4702,3.2757,3.2042,2.9775,2.9437,3.1286,3.1951,20.0,0.87996,LMO_10Ah,100
3.2056,3.2448,3.2534,3.2167,3.2077,3.17,3.1612,3.1977,3.2068,3.2843,3.2985,3.2258,3.2088,3.1331,3.1189,3.1902,3.2067,3.3204,3.3385,3.2336,3.2094,3.0985,3.0802,3.1835,3.2065,3.3538,3.3745,3.2407,3.2102,3.0661,3.0455,3.1772,3.206,3.385,3.4075,3.2469,3.2111,3.0369,3.0136,3.1717,3.2058,20.0,0.9110799999999999,LMO_10Ah,100
3.1934,3.2546,3.2797,3.2251,3.1972,3.1389,3.1154,3.169,3.1953,3.3143,3.3475,3.246,3.1993,3.0857,3.0555,3.1528,3.1953,3.3636,3.3993,3.2599,3.2009,3.0415,3.0078,3.1401,3.1947,3.4056,3.4423,3.2676,3.2009,3.0019,2.9667,3.1291,3.1932,3.4412,3.4793,3.2799,3.2028,2.9688,2.9319,3.1227,3.1934,20.0,0.88591,LMO_10Ah,100
3.2262,3.2874,3.3113,3.2559,3.2294,3.1709,3.148,3.2025,3.2283,3.3471,3.3798,3.2767,3.2314,3.1175,3.0871,3.1858,3.2279,3.3963,3.4326,3.2915,3.2327,3.0724,3.0381,3.173,3.2275,3.4381,3.4769,3.3036,3.2336,3.0341,2.9965,3.1626,3.2274,3.4751,3.516,3.3138,3.2349,3.0006,2.9598,3.1526,3.2267,20.0,0.8843500000000001,LMO_10Ah,100
3.206,3.2506,3.2634,3.2221,3.2083,3.1654,3.1528,3.1934,3.2072,3.2953,3.3146,3.2346,3.2094,3.1242,3.1056,3.1831,3.2067,3.3345,3.3573,3.2444,3.2105,3.0873,3.0655,3.1745,3.2063,3.3691,3.394,3.2521,3.2111,3.0546,3.0306,3.1669,3.2056,3.401,3.4261,3.2585,3.2113,3.0253,3.0,3.1614,3.2052,20.0,0.87019,LMO_10Ah,100
3.2014,3.2623,3.2871,3.2332,3.2056,3.1477,3.1243,3.1779,3.2042,3.3225,3.3552,3.255,3.2084,3.095,3.0653,3.1621,3.2044,3.3719,3.4066,3.2686,3.2098,3.0503,3.0185,3.1494,3.2035,3.4131,3.4488,3.2788,3.2105,3.0122,2.9786,3.1401,3.203,3.4495,3.4858,3.2881,3.2119,2.9791,2.9442,3.1326,3.2026,20.0,0.8652200000000001,LMO_10Ah,100
