config,pulse_widths,num_pulse_widths,pulse_width_sum_ms,final_stage,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,n_train,n_val,n_test,num_classes,device,elapsed_sec
P8_300_500_3000_5000,"300,500,3000,5000",4,8800,finetune,0.9852941176470589,0.24806814783726475,0.17452495746022345,90.59491367586006,23.07080111957587,0.47270159422401514,0.33026286050581427,98.74825690616433,33.558424512494945,5.520562740867505,3.8839165201428685,9.469331231922649,6.115284706950419,0.05016000368671502,0.03504533621840507,4.677909755317425,2.8863313937080672,0.8984375,0.37244073636583136,0.20236465638572554,113.51955614989946,18.016691064007265,0.5084895419028397,0.34457854374795716,162.4365579231292,42.56287747785553,8.288377489363436,4.503467260312537,10.822101119804088,6.0790633702646755,0.053957586790822534,0.03656442295933836,4.584250878451224,2.686138348549881,27267,204,512,8,cpu,14364.714292049408
