soc_flow_base_noise,soh_flow_base_noise
0.71421695,0.31806612
-0.3509755,-0.7800365
0.2584498,-2.7769852
-1.270588,0.7059886
-0.21023512,-0.98112327
0.27402472,-1.1099489
0.17779732,-1.2240493
-0.99418736,-0.85873055
-1.0694622,2.9837584
-1.6519334,-2.9926832
0.4938414,-2.9754713
0.64081407,-1.4619039
-2.603527,-2.9927435
-1.6879655,-0.949321
2.5227492,1.2431892
-0.5825,0.5321528
-1.5838869,-2.4294522
2.1913912,1.9355409
-2.7130997,-2.77976
0.95120597,-1.4072816
-1.2247472,1.4282964
-0.46063566,-0.8138546
-0.56447136,-2.9920084
-2.9652174,-2.942962
0.072037935,-1.9262599
-0.23299861,-2.347641
-0.006848812,-0.22634685
-0.842013,-2.7407408
-0.22047186,-0.927094
-0.9288527,0.692521
-0.93296194,-1.0000976
0.7046294,0.20554447
-0.018727064,1.9867718
-0.20419753,1.2654846
0.0069823265,-0.67469656
0.35597897,-1.9720795
1.7328746,1.5261123
-0.9487872,-0.797757
0.9233229,-0.3859048
1.1976523,2.4359732
0.9754882,0.48598695
0.83212113,-1.6420525
-0.23195219,-2.9104676
0.15905404,-0.8364606
-0.42651033,-2.8798163
-0.51275826,-2.0619073
-1.4394886,-2.9234734
0.29211164,-0.80874395
-0.4453175,-2.5811214
-2.8691235,-2.9733088
-1.738247,-2.8479874
2.5795968,-1.601425
2.8890553,0.7337518
2.0044644,2.775321
-1.0897762,-2.6726403
-2.600197,-1.9599769
-2.6702018,-2.911848
0.44958305,0.5720652
1.0383241,-0.3333292
1.974704,2.3067713
1.4539163,1.5372882
-0.66517615,-1.8721728
2.0719614,2.9400623
0.12780905,-1.5867292
1.258398,-1.1673024
1.1118047,-2.2618914
-1.396822,-2.7257571
2.9933543,-1.2223074
0.028125525,-0.63572645
-0.7140168,-0.74809873
1.5425723,2.1157029
-0.7507174,-2.996661
-1.0969176,-2.9962604
0.46145606,1.320731
-2.3896718,-2.4234273
2.964574,1.3163587
-2.973959,-2.723885
0.6737273,-0.58414143
-1.3034616,-2.935088
-2.9828095,-2.9672263
-2.9372897,-2.9869719
2.672335,2.0447588
1.1241754,2.6096945
-1.8064628,-2.8432946
1.4237089,2.519094
1.4854434,2.8863418
-0.33882874,0.36748612
-1.2825083,-2.4501066
-1.7264811,-2.4116178
-1.0891721,0.06686628
-1.3079793,-1.6467459
2.535131,-0.20021975
-2.592395,2.944439
-0.35165596,-1.9711723
2.5238168,-2.2417598
-1.49419,-2.8478918
-1.2965245,-2.984155
1.6917635,0.6286343
-2.9747996,-2.994439
-2.5682895,-2.9732382
2.3458953,2.6499324
-1.782592,-2.7657597
-0.5911186,-2.1797695
0.36606002,-0.18633321
