stage,epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soh_rmse,train_soh_mae,train_soh_mape,test_loss,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_score,best_score_so_far
finetune,0,-1.421055723765018,0.9749785436059946,0.19415801471738353,0.12054578211595092,235.95254215750424,0.4006907803015888,0.27134149931882773,939.8087789388039,3.0111520290374756,0.82421875,0.4465613768641034,0.26139323098323075,139.3573937390969,0.7126725464125313,0.4697247372932907,428.0598190418625,9.937144572892397,5.81667487731675,14.042719024522487,0.07591360833462558,0.05003490015691108,6.318017620395413,0.7082953576723365,0.7082953576723365
finetune,1,-1.5569490234379786,0.9768601043110847,0.19341672644833563,0.11927531918777273,244.85733857416915,0.3822424231379015,0.2571820007560163,979.4772177469458,2.2913250029087067,0.876953125,0.3988548826048839,0.2304661448324623,122.282586451144,0.6144734170333739,0.4184887380069995,234.430323110479,8.8755518456084,5.12846728579976,12.518916620061027,0.06545347417292371,0.044577260875379984,5.560423179117841,0.7756202950361742,0.7756202950361742
finetune,2,-1.6928208865308443,0.9795339011025286,0.18569543696373986,0.1142326545740166,227.7593387006957,0.3671712333498785,0.24646824941595777,910.5839351624844,2.780441403388977,0.8515625,0.40979185505825905,0.23039116620475397,93.75016219894276,0.7075609010318104,0.46047119337163167,384.52920252531936,9.11892777614387,5.126798833694041,12.429640393697774,0.07536911767405445,0.04904921609134752,6.1156397365968305,0.739827224390993,0.7756202950361742
finetune,3,-1.7035255117479973,0.9774872912127814,0.19224891151127474,0.11712830213483803,234.3395346609088,0.36729006617621474,0.24622845397560592,1006.5353982975216,2.933185040950775,0.818359375,0.4626548489641953,0.27228467228633235,147.21392198531436,0.6296066901093048,0.41741812683540047,624.7730356550969,10.295265950520532,6.059037592182709,16.13135744128047,0.06706546485319508,0.044463219914925814,5.601488344007276,0.70913322109265,0.7756202950361742
finetune,4,-1.651840694613163,0.9772232125173301,0.18875414475067068,0.11563082051187601,236.53634736936064,0.36363979404721203,0.2463890290142613,1034.6531146359032,2.6003584265708923,0.859375,0.41252289041109813,0.23112345016352265,117.4137959950151,0.6664902601107461,0.4358986346178426,350.63034256745766,9.179700470943455,5.1430940540770305,12.943549216832794,0.07099428892932808,0.04643175670887849,5.8113213715909735,0.7514736849478156,0.7756202950361742
finetune,5,-1.714697313558987,0.9753746616491714,0.1936211145313963,0.11753601765906868,240.1140303822378,0.3635603345152745,0.24298091594299748,1061.5133113543798,2.757645845413208,0.873046875,0.4375141476318731,0.25738966625795,125.3942313764703,0.6339687578416567,0.4190123156258778,275.8964569075469,9.73582038194014,5.727585215263517,13.841092112714994,0.06753011069376566,0.044633032281694185,5.571791848285365,0.765898584452647,0.7756202950361742
finetune,6,-1.6842963413459646,0.9782135076252724,0.18818417609323249,0.11593248618801497,235.2555255491713,0.36230740196018635,0.24382755353381177,971.0111506622393,2.4072767794132233,0.8671875,0.40412758817688077,0.23267886508074298,111.26520335379277,0.6412206186560232,0.4072389840307551,413.0882165080296,8.99288314490734,5.177706033660624,13.365721278508714,0.0683025764074986,0.043378941614747694,5.404839042072589,0.7626526793167097,0.7756202950361742
finetune,7,-1.7132596338417787,0.9775863207235757,0.19233656091890183,0.11656719748276437,229.07816375235566,0.36301317868665295,0.24344044099398626,1014.0782588866389,2.8239264488220215,0.869140625,0.4134419704350872,0.23566390196720022,117.61673498154246,0.6690710331581381,0.45113925078476314,346.195353694506,9.200152300917832,5.244130828547192,12.868858782588113,0.0712691916825123,0.04805518122545552,6.111484637472641,0.7608893246406775,0.7756202950361742
finetune,8,-1.6830344717203685,0.9732620320855615,0.19499922399402542,0.11916816116311825,234.29842759593583,0.3570484056492358,0.2381797787758193,944.9481132097759,2.598392963409424,0.865234375,0.4482143743120268,0.26272245622658374,152.86797353411967,0.5832598174018203,0.3930541044755955,466.19420146527955,9.97392809423391,5.846253573237725,14.971559042120845,0.06212861340952935,0.04186797344470865,5.145868085094041,0.7620869558286153,0.7756202950361742
finetune,9,-1.6740130842530847,0.9752096124645144,0.19851562255397043,0.12063944858941322,242.59563619506,0.36902138714462385,0.24654935889871937,949.2365610909607,2.0995603501796722,0.900390625,0.39410566070451286,0.21899457635845465,107.02832499064196,0.6256888112141173,0.42267078026816307,254.2133646995236,8.769869414947403,4.873195257136301,12.709798974521025,0.0666481337431112,0.04502273051335888,5.71427105731475,0.798411177808137,0.798411177808137
finetune,10,-1.8449127760281019,0.9803921568627451,0.18239310150554053,0.11110326086404064,219.521899378304,0.3366707962250861,0.22566119753407773,849.3053847428812,2.554501533508301,0.8984375,0.3987642540208804,0.2231240966830228,104.76772715097495,0.6149231571702347,0.39605212146489066,230.91554856956535,8.87353516886478,4.965087752031447,11.931287154839316,0.06550138040413604,0.04218732112264126,5.294623174859947,0.7970687588808885,0.798411177808137
finetune,11,-1.6908652052404292,0.9754736911599656,0.1993815550876286,0.12159423306723777,244.74827681054015,0.35340292625729003,0.23658220741596603,936.2833658596013,2.347117930650711,0.880859375,0.4103165116854398,0.22593055261677364,112.7582031109768,0.6363130480087902,0.41585765066338354,297.2456709203969,9.130602698003987,5.0275386435173335,11.867537786174063,0.06777982369997242,0.044296998617642816,5.514219860058983,0.776196419030577,0.798411177808137
finetune,12,-1.7899820476174237,0.9784445764837921,0.19134703160626318,0.11631130000903081,237.36207212916858,0.3467726785413008,0.2299714967827771,884.1490585267378,2.500864565372467,0.890625,0.3951344525078941,0.21642898087156937,117.70903062649958,0.6509914814628079,0.4304944859322859,386.7220051336583,8.792762665589347,4.816104113189268,11.548935058514315,0.06934336500778306,0.04585610880943841,5.749707416998455,0.7860124066029298,0.798411177808137
finetune,13,-1.8079282182226435,0.9788076846900376,0.19441165800306906,0.11687742911182424,231.3392656233254,0.34474862210907836,0.23010665361261304,842.0935133371077,2.4446226954460144,0.876953125,0.3934355457401316,0.223167331329023,124.62530130910511,0.5683370776410924,0.38430463402437454,305.4175542419921,8.754957563708858,4.966049819432436,12.068858255953248,0.06053904882264266,0.040935983185733486,5.145516289856116,0.7807758626618776,0.798411177808137
finetune,14,-1.7634368853780895,0.9796659404502541,0.19406208145700332,0.11708681274825775,232.65545133757274,0.34524384836357863,0.23401132796922638,989.3746876420488,2.734146773815155,0.85546875,0.46075303370935633,0.26912852274699617,144.39933957115713,0.6351637402639219,0.41782333279479644,431.70883037559145,10.252945663924757,5.988805114225874,15.458630575700512,0.06765739953846452,0.044506382221816125,5.490713843160274,0.7458770726026722,0.798411177808137
finetune,15,-1.785928135651082,0.9773222420281243,0.19675751891286575,0.12051657956354894,243.51757075690804,0.33605415071401573,0.22410851591275607,927.1613296454284,2.5497828125953674,0.859375,0.4428186862914105,0.25479805528266297,130.7502426945031,0.6065874034627357,0.4064143397990847,757.1257352667968,9.85386014093473,5.669915191326065,14.060254220003843,0.06461345907379787,0.04329110067390586,5.391065993196915,0.7544343910245854,0.798411177808137
finetune,16,-1.8041661748274125,0.9791377830593517,0.1959666535599869,0.11805160030448515,232.4947559948666,0.33679753912319343,0.22351332579947766,835.8313852465433,2.7903375029563904,0.841796875,0.42466514232825997,0.2505476950609591,121.0163214407753,0.6874838886313887,0.45570129924817593,333.2913015920045,9.449896888677142,5.57533369596028,13.80117926838777,0.07323052182671785,0.04854112883213363,6.057073573802824,0.7305819719040352,0.798411177808137
finetune,17,-1.7614992415542186,0.9745494157258863,0.19733767433729454,0.120474438493927,242.20484269536772,0.3465163461311591,0.23108543210929888,788.6794341395769,2.9031363129615784,0.896484375,0.4275901975630385,0.2443370503206097,112.2656865707896,0.696530874574177,0.4464186459663324,272.9244097484018,9.51498688510274,5.437130790761072,13.007365697046344,0.07419420343861269,0.04755234419133523,5.928543271346699,0.7840722677862785,0.798411177808137
finetune,18,-1.9490793456242346,0.9801610880042253,0.1864089495162253,0.11225955156884442,231.2651271883394,0.3347785803685324,0.2193509205013065,877.8718773371935,2.7289240956306458,0.845703125,0.4361119093947175,0.2564025601600406,132.60296442625713,0.6436252831291718,0.4421074058263912,406.0323958920572,9.704617026626288,5.7056195623034505,13.58709148205796,0.06855871975891215,0.0470931123384377,5.763450062360391,0.737729405747611,0.798411177808137
finetune,19,-1.8337304402225645,0.9747144649105434,0.1930884036119176,0.11751769908513013,230.5820576978432,0.3353968693728663,0.22179529896791958,825.1495323721333,2.8671711683273315,0.87109375,0.3952146306574579,0.21996427027261234,87.4875158291629,0.6381257899762908,0.42364973455005384,279.50580635361496,8.794546874422837,4.894773442341759,11.49811556014056,0.0679729161970833,0.04512700840564196,5.6947234791294,0.7677597079366252,0.798411177808137
finetune,20,-1.8006204240840127,0.9792038027332145,0.19386227897835706,0.1167741841414174,224.88395489172697,0.33588805660687737,0.2247319512304431,915.2570290540035,2.8547170758247375,0.837890625,0.42840922644969803,0.2498771589853277,143.7454632572777,0.6399770829045712,0.42949131489240244,310.7285358751926,9.533212449403152,5.560412524290762,13.094780019527768,0.06817011518510187,0.0457492512993095,5.7202870953150144,0.7310519940645731,0.798411177808137
finetune,21,-1.8658957409608432,0.9774872912127814,0.191776714843927,0.11721721650455094,229.16539367667764,0.3334633907366343,0.22016975323077675,839.7130017535998,2.398974359035492,0.880859375,0.4086742928121309,0.21820947864762275,109.89280987930023,0.5783422331630905,0.3872209478322475,231.4622594413101,9.094059154707331,4.855724816369285,12.206445581032769,0.06160479438745445,0.0412466278915362,5.177336498931363,0.7821577224024778,0.798411177808137
finetune,22,-1.8853254252600185,0.9803921568627451,0.18308552024242652,0.1118070465051155,228.14914646934085,0.33056335072240234,0.21806767387606227,766.4029201579498,2.527168571949005,0.88671875,0.39604528859546473,0.22208013095269052,104.45100588461922,0.609820841173022,0.41078248978737975,442.58542245390566,8.81303105920029,4.941856803375046,12.269240384913344,0.0649578837085491,0.04375639437699974,5.44965266109614,0.7861321370231513,0.798411177808137
finetune,23,-1.7921344841825944,0.9765300059417706,0.20145621114796697,0.12218631906726489,235.9085993483964,0.3378921447747351,0.22339073522408376,835.8617186274067,3.0694798827171326,0.869140625,0.45571081083523424,0.26333942610745,136.46484961681847,0.6636903902194284,0.4393482324651359,347.1905345675044,10.140743134439239,5.859982743337816,14.250473091137096,0.0706960475827364,0.04679920636071451,5.890880794810143,0.7572005048945337,0.798411177808137
finetune,24,-1.95922544590119,0.9803261371888823,0.18426006270931294,0.11049255261892105,230.86090924353542,0.3223965857261068,0.21299297853531302,815.4969965906522,2.7287768125534058,0.87109375,0.390446989550631,0.2184939476010186,87.78777252496998,0.6208323362582032,0.4084273387743451,523.2731848483305,8.688454514232898,4.8620549707183915,11.88615717568523,0.06613082381093309,0.043505524533631726,5.4253531603724845,0.7699658174191166,0.798411177808137
finetune,25,-1.923286183270604,0.9778173895820955,0.1877207922004334,0.11334543307385,229.3396974875463,0.33217535769832435,0.21797120052908062,811.9552122985255,3.292734742164612,0.849609375,0.47157541333765285,0.2721821503337196,135.68426241002135,0.7209782629128387,0.46471341247524833,650.0939206115884,10.493771642761937,6.056756236245159,15.32592734258589,0.07679832981909897,0.04950109571624001,6.0866037372222666,0.7303540073749508,0.798411177808137
finetune,26,-1.9536798054482383,0.9809863339275104,0.1854417780605204,0.11218548889477338,227.2896476839701,0.31846894490256517,0.20902302184893465,771.5005889976334,3.2673925161361694,0.853515625,0.46394584726227883,0.2674586571515647,138.08254845043115,0.700533864365291,0.44462982617187663,575.2660799175846,10.323994011708766,5.951646289350767,14.804663984215265,0.07462060060614793,0.047361799778454484,5.922539866952527,0.737067653837243,0.798411177808137
finetune,27,-1.8665787129620321,0.9789727338746946,0.18483947325609243,0.1127956819702136,226.0167624875364,0.32056229256195984,0.21073381883155817,800.7438814701798,3.0208441615104675,0.89453125,0.4090003211761314,0.22970871816869476,119.67766424906743,0.62812838023575,0.42571422389301006,336.0610050759479,9.101314017250418,5.111612586408411,12.310855922735165,0.06690799573716828,0.045346916989675794,5.660815490952108,0.7908183798588119,0.798411177808137
finetune,28,-1.905020644336264,0.9786096256684492,0.19000800417637445,0.11484979015669024,229.65682822457626,0.3247723231602462,0.21335265756004096,728.7621126251311,2.6459985971450806,0.86328125,0.40918701523778733,0.24041988938915893,113.99218996130136,0.594963547479138,0.395548916019834,354.21459093203714,9.105468438023042,5.349963822399539,13.04598519315823,0.06337529011679685,0.04213371977037469,5.253851432433507,0.7628661937283074,0.798411177808137
finetune,29,-1.9786265463831245,0.9794678814286657,0.18706742111570304,0.11354297229148085,225.16188543108902,0.3251288385437434,0.21270257013630964,760.4596878791633,2.8781322240829468,0.87890625,0.4053624841892286,0.23076076722281869,104.33568677749348,0.620184041395798,0.4133308100163049,428.22043022066777,9.020362787628759,5.135023400750077,12.881339273934984,0.06606176771908073,0.04402784041885687,5.501807861023118,0.7763515974414974,0.798411177808137
