stage,epoch,train_loss,train_cls_acc,train_soc_rmse,train_soc_mae,train_soc_mape,train_soc_medape,train_soh_rmse,train_soh_mae,train_soh_mape,train_soh_medape,train_score,val_loss,val_cls_acc,val_soc_rmse,val_soc_mae,val_soc_mape,val_soc_medape,val_soh_rmse,val_soh_mae,val_soh_mape,val_soh_medape,val_soc_rmse_raw,val_soc_mae_raw,val_soc_mape_raw,val_soc_medape_raw,val_soh_rmse_raw,val_soh_mae_raw,val_soh_mape_raw,val_soh_medape_raw,val_score,test_loss,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soc_medape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soh_medape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,test_score,score,best_score_so_far
finetune,0,-2.331856137193806,0.9873538429939996,0.15361523788357456,0.09663513171626713,203.65130476075225,7.300633716557728,0.3388966304360949,0.22739713261649833,128.26279271609368,22.94478400915266,0.9381026561620327,3.4955749586516736,0.9274509803921569,0.31672525678654356,0.20469005061952653,120.80728901340343,21.337620697560595,0.66945701639872,0.4679124068067062,152.99375595719619,55.93913711426019,7.0484800997675,4.555221655039896,10.926229046361572,7.415463290319342,0.07103024370335038,0.04964610344378955,6.361935882766609,3.84057664614217,0.8288327530736306,3.4984269618988035,0.89375,0.39491869333190044,0.21658018287853337,106.12972775184161,17.776104034463106,0.6175374837893202,0.40705826423200053,196.17687364147008,45.34625528872441,8.78861565767731,4.819827520266789,11.532743510965421,6.276525489221501,0.06552151504135474,0.04318940126342826,5.336469805971137,2.8485311873294803,0.792504382287878,0.8288327530736306,0.8288327530736306
finetune,1,-2.5750037958428798,0.9854613206578349,0.15354958905956093,0.09494231285678204,199.8991169754574,7.082573464916118,0.33289424677206964,0.22196360405616944,122.87844217450021,22.438365806580812,0.9368169370746718,3.4012284091874663,0.9725490196078431,0.32434776594200454,0.20502835389263196,113.21312223970014,23.07144082800503,0.5407579287229083,0.3770821322760015,128.26993456592714,42.74854066527567,7.218113253238338,4.562750337508617,10.771954587125384,7.254152272641276,0.057375106273933725,0.040008895411727294,5.349749054586748,3.3509212891726854,0.8860384501413519,3.4100969552993776,0.90234375,0.3831815199142763,0.20404452455313732,89.85548093546193,17.34201535070529,0.5830524204447693,0.3817412908976621,196.394820021115,47.29477869855848,8.527413775323486,4.540855962581425,10.78585575391106,6.031294382800068,0.061862605815687526,0.040503238086824475,5.077762696264926,3.032786569092784,0.8057203559640954,0.8860384501413519,0.8860384501413519
finetune,2,-2.6272564846125173,0.9877939644675263,0.15118530808118213,0.09248713021942595,195.1687908286225,6.889982575200386,0.3248591829410728,0.2184646393480971,120.97956597690325,22.45110315003536,0.9401895153653008,2.6419799290451347,0.9666666666666667,0.3019999080120115,0.195854992534527,119.34016809253411,21.48949569313832,0.5836715441081965,0.39840098138825564,125.2990362011474,41.47541141363877,6.720778643772232,4.358604145832607,11.081639711138626,6.919013254983636,0.06192829562641252,0.042270852506544686,5.480174948152115,3.1209254736462215,0.8780995214546459,2.7976374864578246,0.88046875,0.37995202641618614,0.20558508366120803,101.13056891425238,17.048033623766223,0.5262853594955935,0.3509994706275393,201.19850024214364,41.245321956975864,8.455543849683304,4.575139935782433,10.804666507451092,6.064986187625225,0.0558395482111327,0.037241491727935165,4.6128109865859015,2.578386324990299,0.789845011408822,0.8780995214546459,0.8860384501413519
finetune,3,-2.740433938870916,0.9861215028681249,0.15122222286641324,0.09254696418459589,196.44288219226922,6.868809073991991,0.31629816209764,0.2106398321840547,115.41000686973591,21.15928042339981,0.9393694643717196,3.3685658548392503,0.9490196078431372,0.36318288509003194,0.21907867040923412,110.10677492930687,26.43691006598625,0.5480928030077618,0.3834892955681711,126.70266321555367,43.54128434260352,8.082359342306786,4.875429463156775,11.435149264016875,7.404210731676605,0.05815334579525391,0.04068870361291421,5.3558072323749,3.11056172890679,0.8578920390333579,3.488783049583435,0.8671875,0.4082530244227643,0.22519672910266308,101.14269906822217,19.913487204425742,0.5834707880513619,0.3867200203207176,227.83052588205746,46.48902301323989,9.085361071324597,5.0115822139268404,11.730661904495795,6.648747620257576,0.06190699515260674,0.04103148763173932,5.093570773732898,2.7472840728030326,0.7680151187525874,0.8578920390333579,0.8860384501413519
finetune,4,-2.8783504556305237,0.9861215028681249,0.1487715051790727,0.08991463237589899,189.0424471199037,6.61366069414114,0.30477306317029285,0.20249912990831098,109.11568165781114,20.490793898082106,0.9407670460331884,3.989719783558565,0.8901960784313725,0.3758940298348734,0.241714499722801,139.4371779891074,24.171458260171335,0.7068457080568213,0.4678520446488013,142.6183160600196,49.46505927963712,8.365236217009777,5.37917265710716,12.335848083913689,8.70838761859586,0.07499723159827246,0.04963969894181045,6.402503666062212,3.6618888839359833,0.781922104642203,4.188645911216736,0.83125,0.418599376605667,0.23874840797434443,119.17606078100066,20.224003309207603,0.683766801165774,0.43323619749426145,240.17192499528164,46.84668392753292,9.315611283152583,5.313164537403685,12.37835084579805,6.915708761207853,0.07254853012719595,0.045966913387016174,5.725342637596645,2.8767780372087346,0.7210133822228559,0.781922104642203,0.8860384501413519
finetune,5,-2.8802160013992233,0.9855933570998929,0.154889299947741,0.09275478109817561,198.65140375505223,6.649690054025473,0.30961613147737527,0.2047658552359964,109.13317621511946,20.535775836061777,0.9391428139573813,2.888962916766896,0.9764705882352941,0.3325697015935855,0.23936988347958701,144.2787131383552,27.64989187620079,0.5387042094020885,0.3671663822610771,116.47219539542003,42.449963154137805,7.4010861882347845,5.326995002885467,13.71878638952597,9.27255834566412,0.05715720403333755,0.03895682168210924,5.1096687034358474,2.680240057390926,0.8893431971357266,3.70358784198761,0.88203125,0.42400207392329337,0.250777207336796,120.48668972898892,22.113370319897946,0.6051288533797017,0.3922731480295624,193.68098796349676,47.10031983598022,9.435844209679251,5.580856333727576,14.118466287311417,7.110461474689259,0.0642049435208091,0.041620681567739765,5.1037986892929705,2.7400239251244143,0.7791181572697006,0.8893431971357266,0.8893431971357266
finetune,6,-2.892634899510644,0.9835687983216701,0.15261423492418036,0.090993397977727,194.01320731345461,6.55238454981298,0.31422247497326516,0.20623069713256367,109.2316715258039,20.58377763319522,0.9368851273319255,4.577487113429051,0.9411764705882353,0.3733638424460861,0.23805045260883428,127.5787851575508,27.931979910790197,0.5850742304981753,0.4081028893325186,138.5048486907707,45.86236121409685,8.30892881784783,5.297632070702932,12.175220453844918,8.337958352486506,0.06207712244229314,0.04330023731959149,5.655421226113281,3.5051200710085926,0.8453326632938092,4.98379282951355,0.84375,0.4481821133689265,0.26367991992956374,132.803833992833,20.856291980519593,0.6684446561130963,0.4512948562488418,210.63072758613345,53.00334296922496,9.973952627597438,5.867996405428379,13.631276026122157,7.126454920544939,0.0709228309852191,0.047882960124704735,5.847363655595943,3.378301020051908,0.7320873230517977,0.8453326632938092,0.8893431971357266
finetune,7,-2.998738210515328,0.9872804894150785,0.14854361731561364,0.08836047103828108,191.66975665222557,6.324926524265814,0.3021323975977943,0.19877537538779866,107.36713375839011,19.87003526364304,0.9422128879237377,4.181319663103889,0.9490196078431372,0.3388396559470518,0.21866759864942115,129.03147927770607,24.600818655294184,0.570891324077387,0.39842609892800157,153.9295265272213,43.14194467024156,7.540619261584353,4.8662813732696115,11.721197884569927,7.714148761955174,0.06057229797289001,0.042273517509563076,5.633751801943306,3.4528771216815466,0.8580465098406933,4.104732346534729,0.87265625,0.40498910816739186,0.23053194283311312,135.46614061287795,20.480249565788803,0.6454286035820027,0.40582659699248325,211.82042764247552,44.81402470791497,9.012725093358352,5.130313344461301,12.439441539218432,6.416870581109578,0.06848079844193926,0.04305871979764131,5.390851041470297,2.7915447422244015,0.7676144788250605,0.8580465098406933,0.8893431971357266
finetune,8,-2.9975388474219082,0.983231371858633,0.15709099598315293,0.09328089971964369,203.9922809202887,6.6526462708173195,0.2970100529951514,0.195825240403248,104.7721010480823,19.454046522227188,0.9378212669608026,3.807834816913979,0.9568627450980393,0.29755938167737045,0.1947304651725526,107.4911983335411,22.58160398135765,0.5476036797092866,0.3833843724048861,149.1570402148267,40.369500812655154,6.621958101893867,4.333578643247372,10.757532603631521,7.295972488498003,0.058101449189137844,0.04067757113140202,5.348791472423421,3.3064690342250955,0.8723464389593736,3.6788102865219114,0.89375,0.389364394885853,0.21327904647841933,98.18224890026343,19.46099663733368,0.5761733511340962,0.37996194091319924,217.77610399083247,43.910017934187366,8.665008963148622,4.746363236240638,11.449930233137165,6.494204361084151,0.061132727783759735,0.040314446782925915,5.01386328464179,2.715190525379317,0.7971962253980052,0.8723464389593736,0.8893431971357266
finetune,9,-2.987231283745551,0.987705940172821,0.15031626401971346,0.09009970793790721,198.83619944267755,6.532587919565638,0.2975160311694487,0.19548223808763107,105.7525859981362,19.352333230723627,0.9429227106539048,3.2441535482219623,0.9745098039215686,0.3059138824509061,0.19491137627548738,120.2968004071378,24.151720082132968,0.5498380821332309,0.3783909915425979,141.3590932855113,43.416595588463395,6.807881173022498,4.337604682477084,10.472529328822382,7.104888102925711,0.058338522137536965,0.04014776705008855,5.274270126908226,3.241000550849578,0.8889346074631549,3.1844115257263184,0.90078125,0.3811796562086432,0.20756967451852687,111.32526512008349,16.99825044109774,0.557176621343635,0.3695718628221584,233.50922403759347,41.21277348074127,8.48286381857308,4.619305498408906,11.080796230364033,6.2286817916460855,0.05911715051213471,0.039212046239163564,4.879814331649815,2.7171103706877764,0.8069456222447722,0.8889346074631549,0.8893431971357266
