final_stage,test_cls_acc,test_soc_rmse,test_soc_mae,test_soc_mape,test_soh_rmse,test_soh_mae,test_soh_mape,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,n_test
finetune,0.86640625,0.399218445529031,0.21958460782643668,94.7965948516162,0.6279092955710578,0.41871251042393853,520.8727880476052,8.883333548089528,4.886155272170571,11.675400902796492,0.06688772194637496,0.044603139617236665,5.553167366060354,1280
