order,epoch,train_loss,train_cls_acc,test_cls_acc,test_soc_rmse_raw,test_soc_mae_raw,test_soc_mape_raw,test_soc_medape_raw,test_soh_rmse_raw,test_soh_mae_raw,test_soh_mape_raw,test_soh_medape_raw,score,elapsed_sec
SOC_M_SOH,0,0.11844105009936132,0.3444997557207558,0.4296875,16.33772561496071,12.036101365356444,40.37795636923251,20.44964889809219,0.11472313475235132,0.09202379120979458,11.508339147811457,9.985745088217419,0.025476109254729706,167.5128767490387
SOC_M_SOH,1,-1.2154918131433468,0.6218689342822812,0.559375,13.99345616029026,10.120878603884194,37.518080071814055,16.156668965537264,0.11379990469071646,0.08985918604303152,11.269067533972535,8.976932734945814,0.218269655645711,320.4932289123535
SOC_M_SOH,2,-1.7852677657893123,0.7071950140625619,0.66953125,13.900683484658808,9.63894319240353,34.91705165187799,14.505215739932964,0.10559113839537126,0.07955510937608778,9.962770724944614,6.921268524572466,0.38605372210922106,451.64081144332886
SOC_M_SOH,3,-2.177817029684025,0.7591934823656794,0.63125,14.294343488700447,9.78925868337683,29.756223132012455,15.80935233853138,0.09784951776526143,0.07080586177762598,8.641204691662871,6.1111707083450515,0.35093306244778516,598.3276183605194
SOC_M_SOH,4,-2.5053960858556423,0.7957957561432929,0.665625,14.03335765718498,9.83467062082127,39.57635712427682,14.789984712772315,0.09912901791238855,0.06941014241892844,8.464335371821544,5.647607894192003,0.4047729949884368,757.3689522743225
SOC_M_SOH,5,-2.7172618779638325,0.8134102702916827,0.690625,13.18816538349693,8.77127942815946,25.03862367799637,13.729801734628019,0.09543386879775383,0.06868650277610869,8.469676417341036,5.854402051811079,0.4362389416174982,930.7864601612091
SOC_M_SOH,6,-2.8731417681287406,0.8284235405965695,0.64609375,14.107393852765249,9.050500348457717,24.35574464370121,13.82457310912884,0.09894929957203608,0.06793134415056556,8.388504092460561,5.136262006249124,0.40512277878372904,1108.6040334701538
SOC_M_SOH,7,-3.0379471616299343,0.8429086395626741,0.765625,12.030544169404823,8.054199286561925,23.166844045177644,12.838093321630502,0.09660804054724081,0.06562047726474703,8.126113356531791,4.673177081420025,0.5437805251552944,1284.3544626235962
SOC_M_SOH,8,-3.1769309024869474,0.8527194221805554,0.721875,12.303144702838768,8.157477874628967,22.133439333665258,12.310556194979414,0.10228267593594172,0.06846806628163904,8.366327091014462,4.963674620987349,0.4994959456304589,1458.1650941371918
SOC_M_SOH,9,-3.2794488705290825,0.8644976430354007,0.72890625,10.975731963117656,6.76674223903774,18.1510480493501,10.3606730757029,0.08948389808965851,0.06176484457682818,7.579152594681093,4.467059097304807,0.5359583372968748,1637.240972518921
SOC_M_SOH,10,-3.3554570548246305,0.8715091175577357,0.7265625,12.715161895227904,8.012697850890618,21.326376830716605,11.561786324225139,0.0913081484873448,0.06250127784442157,7.637702839762861,4.776056400074371,0.5154235087562612,1815.5606179237366
SOC_M_SOH,11,-3.4169122428506693,0.8786658391982359,0.6625,12.918293981635234,8.461374709004303,24.551998681152583,11.964880206776384,0.10165758931456668,0.0682318014325574,8.529594860857333,4.980251246354635,0.4432461730051434,1975.9719471931458
SOC_M_SOH,12,-3.4983316134108198,0.8883181704144825,0.7515625,11.162587126073895,7.017875097662909,18.536594427947524,10.977212011879956,0.09926745852499273,0.06428946568630636,7.840887111859858,4.696177448291114,0.5478668309153782,2125.701790332794
